lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
35.87191652000012,68.43665319000007,0902078,Sayad And Khoshak,Sayad And  Khoshk High School,2,1,3
35.56997383000005,68.4336023100001,0903096,Kalan Guzar Village,Kalan Guzar Boys High School,2,1,3
36.04382650000012,69.02114351000002,0904132,Arakash,Ara Kash School,2,1,3
36.244444690000016,68.85606647000004,0905044,Bashar Ha Hassan Tal,Basharha Clinic,2,1,3
36.183897650000105,68.75146800000002,0905063,Shahr-E-Baghlan Jadeed,Baghlan Jadeedhealth Department,2,1,3
35.506146570000055,68.93041497000009,0906115,Lalmaie Village,Lalmaie Primary School,2,1,3
35.726917700000016,69.39003621000005,0908189,Gadali,Gudali Sharif Mosque,2,1,3
36.302228819999996,69.12629517000005,0910155,Yaka Toot,Abdulmomin Shaheed School,2,1,3
35.6277816900001,69.45047622000003,0912174,Dehyak,Deh Yak  Mosque,1,1,2
35.987531280000056,69.46546170000005,0913215,Wach,Wach Primary School,1,1,2
34.73682192000004,67.73594397000001,1001006,Qazan-E-Nawrozi,Qazan School,2,2,4
35.00960274000003,68.05934471000002,1002028,Jalmash,Jalmash School,1,1,2
35.20015180000003,67.44945999000005,1003163,Qala-E-Begal,Munbar Umomi Qala-E-Begal,1,1,2
34.72329531000003,66.82387715000002,1005074,Dahane Chardeh,Deh Surkh School,2,2,4
34.8213799700001,66.66990142000006,1005094,Dam Dasht-E-Sabz Dara,Munbar-E-Dam Dasht Sabz Dara,2,1,3
34.24814021000009,66.62343968000008,1006113,Shenia,Shenia Miyan Kawak Mosque,1,1,2
34.04832343000008,66.76256285000008,1007157,Shenia Tangi Spi,Shenia Tangi Spi Mosque,2,1,3
33.55578998000011,68.42520807000004,1101017,Kala-E-Sabz,Kala-E-Sabz Mosque,0,6,6
33.32943197000002,68.44101950000002,1107229,Meeri Bazar,Meeri Bazar School,3,1,4
33.34159590000009,68.54205510000006,1107250,Qala-E-Sardar Bazar,Qala-E-Sardar School,4,1,5
33.26642759000005,68.11472706000004,1111167,Aaheen Village,Bi Bi Zahra Aaheen School,0,2,2
33.12625119000002,67.38370024000007,1114335,Jodari Village,Jodari Village Mosque,1,1,2
33.21632545000012,67.28334131000008,1114355,Dahan-E-Dawra Village,Dahan-E-Dawra Village Mosque,1,1,2
33.015202300000084,67.07944546000002,1116300,Quchangi Village,Qojangi Mosque,1,1,2
32.81888890000001,68.56138890000008,1207101,Bak Khel,District Center,3,0,3
